epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,3721.97,1.46438,1.11266,1.23583,0.6842,0.65547,0.68442,0.38947,1.74928,0.95073,1.30174,0.0065548,0.0065548,0.0065548
176,3743.09,1.4724,1.15572,1.2531,0.67603,0.65288,0.68483,0.39142,1.75322,0.95103,1.30383,0.006535,0.006535,0.006535
177,3764.21,1.46904,1.13533,1.24867,0.68051,0.6508,0.68528,0.39126,1.75176,0.94915,1.30229,0.0065152,0.0065152,0.0065152
178,3785.22,1.4528,1.12319,1.23635,0.68047,0.64893,0.68462,0.38901,1.74966,0.94745,1.30079,0.0064954,0.0064954,0.0064954
179,3806.21,1.45881,1.12632,1.24139,0.68245,0.64693,0.68373,0.38839,1.74454,0.94532,1.29817,0.0064756,0.0064756,0.0064756
180,3827.32,1.46688,1.12565,1.24105,0.68587,0.64863,0.68292,0.38954,1.74214,0.94303,1.29653,0.0064558,0.0064558,0.0064558
181,3848.35,1.45941,1.13281,1.23704,0.68069,0.6504,0.68171,0.38873,1.73913,0.94125,1.29454,0.006436,0.006436,0.006436
182,3869.37,1.45687,1.11976,1.23966,0.68348,0.64829,0.68327,0.38969,1.74115,0.94149,1.29597,0.0064162,0.0064162,0.0064162
183,3890.38,1.45443,1.12639,1.23884,0.68865,0.64549,0.68106,0.39043,1.73915,0.94011,1.29473,0.0063964,0.0063964,0.0063964
184,3911.4,1.44867,1.11103,1.2385,0.68657,0.64464,0.68007,0.39076,1.74023,0.93862,1.29544,0.0063766,0.0063766,0.0063766
185,3932.44,1.45157,1.11253,1.23435,0.69114,0.64493,0.68341,0.39288,1.73846,0.93675,1.29462,0.0063568,0.0063568,0.0063568
186,3953.58,1.44394,1.10463,1.23278,0.68999,0.64364,0.68515,0.39138,1.73828,0.93482,1.29395,0.006337,0.006337,0.006337
187,3974.6,1.45154,1.12118,1.24061,0.68884,0.64508,0.68453,0.39262,1.73355,0.93227,1.2917,0.0063172,0.0063172,0.0063172
188,3995.63,1.45027,1.10733,1.23489,0.69442,0.64305,0.68382,0.39215,1.73251,0.93095,1.29082,0.0062974,0.0062974,0.0062974
189,4016.66,1.4476,1.1097,1.23445,0.6845,0.6471,0.68377,0.39368,1.73284,0.93135,1.29134,0.0062776,0.0062776,0.0062776
190,4037.67,1.45003,1.11698,1.2376,0.68533,0.64836,0.68353,0.39197,1.73019,0.93086,1.28958,0.0062578,0.0062578,0.0062578
191,4058.61,1.44705,1.11318,1.23173,0.68536,0.65115,0.68316,0.39243,1.72931,0.9292,1.28878,0.006238,0.006238,0.006238
192,4079.69,1.44867,1.12145,1.23032,0.69773,0.64891,0.68539,0.39327,1.7272,0.92774,1.28777,0.0062182,0.0062182,0.0062182
193,4100.62,1.4509,1.10843,1.24023,0.69512,0.64735,0.6835,0.39153,1.72693,0.92661,1.28778,0.0061984,0.0061984,0.0061984
194,4121.65,1.43519,1.09058,1.22777,0.69837,0.64386,0.68425,0.39238,1.72617,0.92673,1.28743,0.0061786,0.0061786,0.0061786
195,4142.69,1.43728,1.0961,1.22668,0.69708,0.64291,0.68317,0.39153,1.72555,0.92395,1.28698,0.0061588,0.0061588,0.0061588
196,4163.67,1.42386,1.07966,1.22178,0.7024,0.63462,0.68274,0.39146,1.72548,0.92323,1.28665,0.006139,0.006139,0.006139
197,4184.72,1.43309,1.08671,1.2339,0.70418,0.63129,0.68368,0.39284,1.72462,0.92231,1.28635,0.0061192,0.0061192,0.0061192
198,4205.74,1.43996,1.0954,1.2296,0.72188,0.61912,0.67969,0.39128,1.72285,0.92125,1.28539,0.0060994,0.0060994,0.0060994
199,4226.74,1.42764,1.10333,1.22783,0.70907,0.62611,0.68117,0.39088,1.72305,0.92064,1.28529,0.0060796,0.0060796,0.0060796
200,4247.7,1.42995,1.09693,1.23407,0.71123,0.62416,0.67994,0.39097,1.72184,0.92011,1.28464,0.0060598,0.0060598,0.0060598
201,4268.71,1.43665,1.09892,1.23184,0.71147,0.62526,0.68003,0.39099,1.7219,0.91945,1.28438,0.00604,0.00604,0.00604
202,4289.75,1.42615,1.09562,1.22439,0.6981,0.63911,0.68205,0.39176,1.72152,0.92007,1.28402,0.0060202,0.0060202,0.0060202
203,4310.71,1.43407,1.08799,1.23001,0.68625,0.64931,0.68123,0.39092,1.72176,0.91968,1.28406,0.0060004,0.0060004,0.0060004
204,4331.71,1.43576,1.09417,1.23139,0.68591,0.65531,0.67921,0.3884,1.72299,0.91981,1.28444,0.0059806,0.0059806,0.0059806
205,4352.7,1.43785,1.10832,1.23396,0.6928,0.66083,0.68252,0.38999,1.72307,0.91995,1.28421,0.0059608,0.0059608,0.0059608
206,4373.66,1.41943,1.08021,1.21823,0.68219,0.65817,0.68081,0.39064,1.72079,0.91819,1.28318,0.005941,0.005941,0.005941
207,4394.56,1.42267,1.09712,1.22305,0.67911,0.66104,0.68054,0.39148,1.71833,0.91731,1.28203,0.0059212,0.0059212,0.0059212
208,4415.5,1.42346,1.08313,1.22337,0.68891,0.6635,0.6833,0.39303,1.71722,0.91681,1.28124,0.0059014,0.0059014,0.0059014
209,4436.52,1.42573,1.0877,1.22496,0.68841,0.66465,0.68374,0.39359,1.71895,0.91688,1.28194,0.0058816,0.0058816,0.0058816
210,4457.5,1.41245,1.07623,1.21917,0.679,0.663,0.68294,0.39166,1.71996,0.91775,1.28244,0.0058618,0.0058618,0.0058618
211,4478.63,1.40257,1.06276,1.20905,0.67739,0.66473,0.68285,0.39038,1.72115,0.91843,1.2831,0.005842,0.005842,0.005842
212,4499.64,1.40993,1.07544,1.21724,0.67427,0.66638,0.68289,0.39065,1.72248,0.91948,1.28362,0.0058222,0.0058222,0.0058222
213,4520.64,1.4029,1.06537,1.21609,0.67512,0.66587,0.68327,0.39138,1.72296,0.91983,1.28374,0.0058024,0.0058024,0.0058024
214,4541.67,1.40566,1.06744,1.21389,0.67528,0.6684,0.68392,0.38947,1.72344,0.91902,1.28353,0.0057826,0.0057826,0.0057826
215,4562.65,1.4088,1.06392,1.21733,0.67469,0.67185,0.68373,0.38993,1.72247,0.91894,1.2831,0.0057628,0.0057628,0.0057628
216,4583.65,1.40499,1.06403,1.21421,0.67681,0.6707,0.68386,0.38973,1.723,0.91901,1.28325,0.005743,0.005743,0.005743
217,4604.68,1.40214,1.0683,1.21496,0.68752,0.67366,0.68571,0.39072,1.72336,0.91812,1.28379,0.0057232,0.0057232,0.0057232
218,4625.67,1.40571,1.07053,1.21571,0.6917,0.66984,0.68776,0.39144,1.7252,0.91836,1.28496,0.0057034,0.0057034,0.0057034
219,4646.66,1.40326,1.05335,1.21556,0.69107,0.67113,0.68745,0.39136,1.72501,0.91753,1.28502,0.0056836,0.0056836,0.0056836
220,4667.68,1.3919,1.06069,1.20623,0.69268,0.66463,0.68861,0.39308,1.72461,0.91729,1.28513,0.0056638,0.0056638,0.0056638
221,4688.65,1.41812,1.08426,1.22508,0.69581,0.66014,0.686,0.39017,1.72684,0.91736,1.28599,0.005644,0.005644,0.005644
222,4709.73,1.39574,1.05165,1.20715,0.69418,0.66485,0.68599,0.39056,1.72747,0.91734,1.2863,0.0056242,0.0056242,0.0056242
223,4730.74,1.39717,1.04981,1.20707,0.6936,0.66941,0.68618,0.3902,1.72741,0.91638,1.28633,0.0056044,0.0056044,0.0056044
224,4751.82,1.39327,1.04014,1.21006,0.68815,0.67144,0.68689,0.39021,1.72803,0.91673,1.28675,0.0055846,0.0055846,0.0055846
225,4772.84,1.39369,1.0564,1.21178,0.68917,0.67355,0.68716,0.39074,1.728,0.91522,1.28666,0.0055648,0.0055648,0.0055648
226,4793.82,1.39237,1.05091,1.20354,0.68637,0.67279,0.68644,0.39025,1.7286,0.91605,1.28723,0.005545,0.005545,0.005545
227,4814.78,1.39097,1.05316,1.2063,0.68837,0.67254,0.68599,0.38859,1.73005,0.91632,1.28821,0.0055252,0.0055252,0.0055252
228,4835.84,1.4076,1.06521,1.21613,0.68198,0.67188,0.68593,0.38912,1.73232,0.91623,1.28962,0.0055054,0.0055054,0.0055054
229,4856.93,1.39864,1.05883,1.21203,0.67644,0.67198,0.68504,0.38855,1.73341,0.91658,1.29035,0.0054856,0.0054856,0.0054856
230,4877.97,1.40138,1.05745,1.20554,0.67489,0.67396,0.68562,0.38909,1.73267,0.91629,1.28995,0.0054658,0.0054658,0.0054658
231,4898.92,1.38468,1.03758,1.20366,0.67374,0.67365,0.68515,0.38902,1.73252,0.91549,1.28984,0.005446,0.005446,0.005446
232,4919.88,1.39981,1.06284,1.21278,0.67245,0.67377,0.68502,0.3894,1.73369,0.91511,1.29052,0.0054262,0.0054262,0.0054262
233,4940.93,1.38918,1.04731,1.20829,0.67056,0.67416,0.6849,0.38922,1.73206,0.91472,1.28966,0.0054064,0.0054064,0.0054064
234,4962.02,1.40575,1.07522,1.21217,0.67026,0.67184,0.68483,0.38963,1.7322,0.91497,1.29001,0.0053866,0.0053866,0.0053866
235,4983.02,1.375,1.03181,1.19725,0.66987,0.6715,0.68559,0.39046,1.73081,0.91458,1.2892,0.0053668,0.0053668,0.0053668
236,5004.01,1.37756,1.02593,1.19595,0.66672,0.66963,0.68325,0.38972,1.73061,0.91461,1.28915,0.005347,0.005347,0.005347
237,5024.95,1.37111,1.03643,1.19605,0.6668,0.66783,0.68267,0.38948,1.73024,0.91419,1.28906,0.0053272,0.0053272,0.0053272
238,5045.93,1.3799,1.03321,1.19706,0.66418,0.66892,0.68098,0.38821,1.73158,0.9145,1.28985,0.0053074,0.0053074,0.0053074
239,5067.45,1.38105,1.04612,1.19968,0.66329,0.66909,0.68107,0.38808,1.73032,0.9145,1.28907,0.0052876,0.0052876,0.0052876
240,5088.42,1.38848,1.04479,1.20191,0.66284,0.66989,0.68054,0.38849,1.73047,0.91406,1.28913,0.0052678,0.0052678,0.0052678
241,5109.47,1.3722,1.03328,1.19663,0.66187,0.66946,0.6811,0.38855,1.73085,0.91466,1.2892,0.005248,0.005248,0.005248
242,5130.42,1.38224,1.0439,1.20333,0.66099,0.66992,0.68009,0.3877,1.73018,0.91373,1.28904,0.0052282,0.0052282,0.0052282
243,5151.46,1.38647,1.06619,1.21045,0.66152,0.67048,0.68097,0.38864,1.72991,0.91343,1.28893,0.0052084,0.0052084,0.0052084
244,5172.46,1.37631,1.03712,1.19893,0.66109,0.66964,0.68106,0.38856,1.7287,0.91225,1.28847,0.0051886,0.0051886,0.0051886
245,5193.48,1.37983,1.0417,1.20469,0.6652,0.66564,0.68075,0.38853,1.72757,0.91256,1.28806,0.0051688,0.0051688,0.0051688
246,5214.49,1.37789,1.0379,1.20116,0.66571,0.66246,0.68239,0.39027,1.72729,0.91192,1.28786,0.005149,0.005149,0.005149
247,5235.49,1.37192,1.03755,1.20209,0.67218,0.65921,0.68367,0.39138,1.72627,0.91197,1.28749,0.0051292,0.0051292,0.0051292
248,5256.46,1.35936,1.02856,1.19059,0.67703,0.65886,0.6842,0.3913,1.72689,0.9119,1.2879,0.0051094,0.0051094,0.0051094
249,5277.5,1.37505,1.04569,1.20244,0.67392,0.66072,0.68504,0.39226,1.72603,0.91071,1.28726,0.0050896,0.0050896,0.0050896
250,5298.56,1.36028,1.01532,1.19115,0.67481,0.66235,0.68646,0.39322,1.72605,0.91046,1.28753,0.0050698,0.0050698,0.0050698
251,5319.69,1.35936,1.01404,1.18672,0.68142,0.65904,0.68791,0.39485,1.72359,0.90948,1.28609,0.00505,0.00505,0.00505
252,5341.83,1.37912,1.03768,1.19733,0.68408,0.65901,0.6878,0.39554,1.72309,0.90867,1.28586,0.0050302,0.0050302,0.0050302
253,5364.37,1.3635,1.02313,1.19367,0.6824,0.65805,0.6894,0.39667,1.72185,0.90831,1.28493,0.0050104,0.0050104,0.0050104
254,5385.58,1.35662,1.01984,1.19007,0.68387,0.65655,0.68943,0.39646,1.72099,0.90753,1.28449,0.0049906,0.0049906,0.0049906
255,5406.48,1.36528,1.03384,1.19209,0.68454,0.65645,0.69084,0.39779,1.72082,0.90725,1.28419,0.0049708,0.0049708,0.0049708
256,5427.68,1.35573,1.0197,1.1891,0.68331,0.65598,0.69133,0.39807,1.71804,0.90598,1.28276,0.004951,0.004951,0.004951
257,5449.02,1.35805,1.01948,1.18994,0.68328,0.65553,0.69062,0.39699,1.71843,0.90605,1.28311,0.0049312,0.0049312,0.0049312
258,5470.08,1.36204,1.02873,1.19278,0.68599,0.65605,0.69053,0.39655,1.71846,0.90629,1.28323,0.0049114,0.0049114,0.0049114
259,5491.05,1.36338,1.0244,1.19214,0.68821,0.65528,0.69283,0.39844,1.71701,0.9065,1.28246,0.0048916,0.0048916,0.0048916
260,5512.12,1.34874,1.0113,1.18845,0.68808,0.65437,0.69281,0.39803,1.71617,0.90603,1.28193,0.0048718,0.0048718,0.0048718
261,5533.13,1.34759,1.00864,1.18524,0.6936,0.65039,0.6924,0.39903,1.71672,0.90624,1.28253,0.004852,0.004852,0.004852
262,5554.24,1.34686,1.01156,1.18383,0.69379,0.64979,0.69247,0.39765,1.71784,0.90661,1.28312,0.0048322,0.0048322,0.0048322
263,5575.2,1.35997,1.03841,1.19683,0.69422,0.64872,0.69237,0.39914,1.71749,0.90615,1.28292,0.0048124,0.0048124,0.0048124
264,5596.42,1.34609,0.99901,1.18256,0.69348,0.64867,0.69239,0.39885,1.71677,0.90593,1.28262,0.0047926,0.0047926,0.0047926
265,5617.37,1.35152,1.00657,1.18515,0.69651,0.64845,0.69024,0.39843,1.71589,0.90539,1.28224,0.0047728,0.0047728,0.0047728
266,5638.38,1.3505,1.01106,1.17894,0.69667,0.64811,0.69232,0.39923,1.71632,0.90564,1.28268,0.004753,0.004753,0.004753
267,5659.67,1.33972,1.00243,1.18448,0.695,0.64804,0.69344,0.40005,1.71622,0.90556,1.28297,0.0047332,0.0047332,0.0047332
268,5680.77,1.34749,1.01108,1.18067,0.69907,0.64883,0.69396,0.40095,1.71673,0.90551,1.28314,0.0047134,0.0047134,0.0047134
269,5701.9,1.33627,1.01312,1.18236,0.69875,0.64838,0.69394,0.40068,1.71637,0.9053,1.28299,0.0046936,0.0046936,0.0046936
270,5722.96,1.33925,0.99633,1.17845,0.69995,0.64862,0.69385,0.40038,1.71729,0.90539,1.28335,0.0046738,0.0046738,0.0046738
271,5743.9,1.34817,0.9948,1.18102,0.69955,0.6498,0.69365,0.39879,1.71912,0.90578,1.28435,0.004654,0.004654,0.004654
272,5764.92,1.34728,1.00415,1.18193,0.70024,0.64995,0.69357,0.39959,1.71915,0.90587,1.28459,0.0046342,0.0046342,0.0046342
273,5785.95,1.33483,0.99264,1.18034,0.70102,0.65071,0.6937,0.39903,1.719,0.90546,1.28494,0.0046144,0.0046144,0.0046144
274,5807,1.33779,1.02143,1.17995,0.69887,0.65081,0.69335,0.39831,1.71923,0.90546,1.28494,0.0045946,0.0045946,0.0045946
275,5827.95,1.33885,1.00804,1.1782,0.69719,0.64923,0.69204,0.39866,1.71706,0.90506,1.2836,0.0045748,0.0045748,0.0045748
276,5848.96,1.34296,0.98946,1.18216,0.69768,0.64748,0.69221,0.39866,1.71601,0.90411,1.2828,0.004555,0.004555,0.004555
277,5869.97,1.33861,1.00834,1.17779,0.69818,0.6475,0.69239,0.39846,1.7161,0.90429,1.28302,0.0045352,0.0045352,0.0045352
278,5890.93,1.33445,0.99791,1.17629,0.69999,0.64901,0.69202,0.39858,1.71615,0.90477,1.28304,0.0045154,0.0045154,0.0045154
279,5911.98,1.32541,0.98844,1.16916,0.70099,0.65042,0.69285,0.3991,1.71526,0.90368,1.28267,0.0044956,0.0044956,0.0044956
280,5933.09,1.32938,0.98977,1.17675,0.69677,0.6517,0.69287,0.39893,1.71577,0.90329,1.28287,0.0044758,0.0044758,0.0044758
281,5954.14,1.32478,0.99308,1.17447,0.70006,0.65249,0.69262,0.39923,1.71487,0.90278,1.28238,0.004456,0.004456,0.004456
282,5975.1,1.33572,0.99414,1.17677,0.69491,0.65166,0.69239,0.39849,1.7151,0.90308,1.28253,0.0044362,0.0044362,0.0044362
283,5996.09,1.33666,1.00539,1.18099,0.69923,0.64966,0.69289,0.39871,1.71543,0.90321,1.28268,0.0044164,0.0044164,0.0044164
284,6017.02,1.33099,0.98859,1.17507,0.70004,0.64806,0.69289,0.39807,1.71584,0.90302,1.28306,0.0043966,0.0043966,0.0043966
285,6037.98,1.33631,1.00903,1.18234,0.70422,0.64934,0.69279,0.39834,1.71573,0.90264,1.28312,0.0043768,0.0043768,0.0043768
286,6058.99,1.3213,0.98301,1.16878,0.70024,0.64836,0.69181,0.39789,1.71533,0.90237,1.28291,0.004357,0.004357,0.004357
287,6080.04,1.33192,0.99153,1.17306,0.70354,0.649,0.6919,0.39783,1.71496,0.90132,1.2825,0.0043372,0.0043372,0.0043372
288,6101.05,1.32121,0.98483,1.17192,0.70375,0.64849,0.69059,0.39664,1.714,0.90053,1.28202,0.0043174,0.0043174,0.0043174
289,6122.03,1.31343,0.98558,1.16743,0.70326,0.64785,0.69104,0.39725,1.71249,0.90029,1.28119,0.0042976,0.0042976,0.0042976
290,6142.97,1.3198,0.98938,1.17266,0.70224,0.64603,0.69204,0.39815,1.71065,0.90004,1.28014,0.0042778,0.0042778,0.0042778
291,6163.98,1.31132,0.96106,1.16405,0.70284,0.64356,0.69159,0.39808,1.70843,0.89914,1.27858,0.004258,0.004258,0.004258
292,6184.97,1.33029,0.98735,1.17339,0.70138,0.64357,0.69164,0.39753,1.7067,0.89857,1.27747,0.0042382,0.0042382,0.0042382
293,6205.92,1.30641,0.96873,1.16292,0.69976,0.64319,0.69134,0.39858,1.70489,0.89745,1.27654,0.0042184,0.0042184,0.0042184
294,6226.87,1.30842,0.97311,1.16126,0.69851,0.64269,0.69091,0.39807,1.70375,0.89679,1.27597,0.0041986,0.0041986,0.0041986
295,6247.83,1.33104,0.99373,1.17615,0.69932,0.64189,0.69106,0.3988,1.70177,0.89651,1.27481,0.0041788,0.0041788,0.0041788
296,6268.84,1.31101,0.96478,1.1656,0.69713,0.64463,0.69079,0.39886,1.69982,0.89549,1.27378,0.004159,0.004159,0.004159
297,6289.88,1.32026,0.97926,1.16959,0.69547,0.64393,0.69062,0.39982,1.69732,0.89482,1.27246,0.0041392,0.0041392,0.0041392
298,6310.9,1.31531,0.98089,1.1704,0.69663,0.6448,0.69097,0.40005,1.69615,0.89428,1.27174,0.0041194,0.0041194,0.0041194
299,6331.98,1.29909,0.96634,1.1601,0.69758,0.64591,0.68974,0.3997,1.69481,0.89397,1.27109,0.0040996,0.0040996,0.0040996
300,6352.97,1.29995,0.96738,1.16413,0.6996,0.64514,0.69121,0.40067,1.69415,0.89286,1.27057,0.0040798,0.0040798,0.0040798
301,6374.04,1.3065,0.96838,1.16833,0.69984,0.64519,0.6915,0.40044,1.69281,0.89221,1.26992,0.00406,0.00406,0.00406
302,6395,1.30454,0.97505,1.1641,0.70022,0.64632,0.68919,0.39866,1.69236,0.89139,1.26954,0.0040402,0.0040402,0.0040402
303,6415.98,1.31402,0.98715,1.16606,0.69908,0.64609,0.68901,0.39748,1.69257,0.89094,1.26962,0.0040204,0.0040204,0.0040204
304,6436.98,1.2878,0.94416,1.15302,0.69836,0.64663,0.69086,0.39912,1.69119,0.89055,1.26884,0.0040006,0.0040006,0.0040006
305,6458.01,1.30261,0.96515,1.16191,0.68482,0.65506,0.6903,0.39822,1.69018,0.89031,1.26832,0.0039808,0.0039808,0.0039808
306,6478.91,1.30366,0.95593,1.15813,0.68576,0.65677,0.69073,0.39846,1.68868,0.88959,1.26753,0.003961,0.003961,0.003961
307,6499.94,1.30668,0.98243,1.16745,0.6865,0.65613,0.69018,0.39766,1.68799,0.88933,1.26719,0.0039412,0.0039412,0.0039412
308,6520.94,1.29838,0.96051,1.1625,0.68796,0.65523,0.69171,0.3988,1.6875,0.88876,1.267,0.0039214,0.0039214,0.0039214
309,6541.94,1.29317,0.95416,1.15887,0.68879,0.65198,0.69152,0.39821,1.68688,0.88833,1.26677,0.0039016,0.0039016,0.0039016
310,6562.93,1.29794,0.97592,1.16478,0.68773,0.64939,0.69138,0.39789,1.68668,0.88795,1.26658,0.0038818,0.0038818,0.0038818
311,6584.08,1.30157,0.96878,1.16398,0.68654,0.64883,0.69122,0.39799,1.687,0.88753,1.26665,0.003862,0.003862,0.003862
312,6606.18,1.28723,0.95285,1.15229,0.68577,0.64401,0.69231,0.39886,1.68592,0.88745,1.26591,0.0038422,0.0038422,0.0038422
313,6627.37,1.29333,0.9673,1.16391,0.68741,0.64475,0.69266,0.39828,1.68621,0.88649,1.26564,0.0038224,0.0038224,0.0038224
314,6648.41,1.29127,0.95358,1.15633,0.68613,0.64158,0.69284,0.39913,1.6844,0.88558,1.26465,0.0038026,0.0038026,0.0038026
315,6669.41,1.29559,0.96379,1.15858,0.68832,0.64176,0.69335,0.3997,1.68289,0.88488,1.26371,0.0037828,0.0037828,0.0037828
316,6690.51,1.29012,0.95706,1.15846,0.68779,0.64243,0.69515,0.40029,1.68248,0.88503,1.26346,0.003763,0.003763,0.003763
317,6711.45,1.28604,0.97187,1.15669,0.6894,0.64264,0.69421,0.40057,1.68229,0.88405,1.26334,0.0037432,0.0037432,0.0037432
318,6732.48,1.28918,0.96209,1.15809,0.69075,0.64265,0.69412,0.39969,1.68012,0.8834,1.26227,0.0037234,0.0037234,0.0037234
319,6753.49,1.28234,0.94294,1.15657,0.6895,0.64751,0.69412,0.39964,1.6791,0.88304,1.26174,0.0037036,0.0037036,0.0037036
320,6774.47,1.28827,0.93775,1.15633,0.6925,0.64144,0.69443,0.40007,1.67862,0.88188,1.26152,0.0036838,0.0036838,0.0036838
321,6795.44,1.28203,0.94472,1.15218,0.69264,0.64128,0.69418,0.39929,1.67918,0.88134,1.26154,0.003664,0.003664,0.003664
322,6816.4,1.28154,0.96251,1.15628,0.68709,0.64718,0.69479,0.39973,1.67763,0.88132,1.26071,0.0036442,0.0036442,0.0036442
323,6837.38,1.29233,0.95965,1.15745,0.70635,0.64338,0.69562,0.39942,1.67639,0.88042,1.26019,0.0036244,0.0036244,0.0036244
324,6858.33,1.29006,0.94872,1.16224,0.70607,0.64397,0.69572,0.39977,1.67674,0.87985,1.26053,0.0036046,0.0036046,0.0036046
325,6879.58,1.27622,0.94427,1.15121,0.71708,0.63908,0.69638,0.39989,1.67606,0.87951,1.26007,0.0035848,0.0035848,0.0035848
326,6900.77,1.27523,0.95103,1.1545,0.71612,0.63898,0.69631,0.40007,1.67633,0.87933,1.25992,0.003565,0.003565,0.003565
327,6921.88,1.2766,0.9438,1.14361,0.71533,0.63932,0.6977,0.40097,1.67555,0.87876,1.25939,0.0035452,0.0035452,0.0035452
328,6943.15,1.28168,0.94514,1.15184,0.71528,0.63901,0.6977,0.40132,1.67479,0.87772,1.25896,0.0035254,0.0035254,0.0035254
329,6964.45,1.27035,0.94038,1.148,0.71579,0.63699,0.69743,0.40074,1.67414,0.87798,1.25864,0.0035056,0.0035056,0.0035056
330,6985.5,1.29528,0.9587,1.15699,0.71574,0.63554,0.69757,0.40153,1.67262,0.87752,1.2577,0.0034858,0.0034858,0.0034858
331,7006.57,1.27164,0.93914,1.1465,0.71611,0.63461,0.69833,0.40185,1.67215,0.87738,1.25736,0.003466,0.003466,0.003466
332,7027.74,1.27345,0.93785,1.14804,0.71562,0.63336,0.69928,0.40255,1.67131,0.8767,1.25684,0.0034462,0.0034462,0.0034462
333,7049.15,1.27582,0.94164,1.15082,0.71614,0.63208,0.70053,0.40348,1.67102,0.87615,1.25673,0.0034264,0.0034264,0.0034264
334,7070.5,1.26496,0.94237,1.14433,0.71547,0.63161,0.70064,0.40302,1.67036,0.87621,1.25637,0.0034066,0.0034066,0.0034066
335,7091.82,1.2628,0.92803,1.14353,0.71517,0.63075,0.70117,0.40332,1.67105,0.87522,1.25664,0.0033868,0.0033868,0.0033868
336,7112.93,1.26075,0.91406,1.14181,0.71513,0.6307,0.7011,0.40314,1.66981,0.87457,1.25588,0.003367,0.003367,0.003367
337,7134.05,1.26692,0.93166,1.14748,0.71563,0.63058,0.70177,0.40373,1.66912,0.87427,1.25548,0.0033472,0.0033472,0.0033472
338,7155.36,1.26967,0.94531,1.15024,0.7147,0.62908,0.70188,0.40419,1.66784,0.87397,1.25482,0.0033274,0.0033274,0.0033274
339,7176.6,1.27179,0.93681,1.14749,0.70666,0.63655,0.70193,0.40408,1.66694,0.87284,1.25441,0.0033076,0.0033076,0.0033076
340,7197.76,1.27449,0.94584,1.14631,0.70452,0.63678,0.70228,0.40469,1.66573,0.87249,1.25356,0.0032878,0.0032878,0.0032878
341,7219.01,1.26575,0.93923,1.15078,0.7183,0.62777,0.70218,0.40435,1.665,0.87245,1.25311,0.003268,0.003268,0.003268
342,7239.99,1.26144,0.93458,1.1419,0.70949,0.63728,0.70211,0.4049,1.66406,0.87182,1.2525,0.0032482,0.0032482,0.0032482
343,7261.2,1.27231,0.94268,1.1448,0.70969,0.63702,0.70179,0.40484,1.66296,0.87097,1.25191,0.0032284,0.0032284,0.0032284
344,7282.11,1.26971,0.93357,1.1477,0.72026,0.62871,0.70182,0.40466,1.6615,0.87029,1.25107,0.0032086,0.0032086,0.0032086
345,7303.01,1.26577,0.92367,1.14079,0.72184,0.62792,0.70141,0.40471,1.66105,0.8705,1.25073,0.0031888,0.0031888,0.0031888
346,7323.99,1.26454,0.93992,1.1429,0.72073,0.62899,0.70173,0.40535,1.66003,0.86965,1.25018,0.003169,0.003169,0.003169
347,7345.21,1.25321,0.90893,1.13632,0.72606,0.6243,0.7025,0.40559,1.65994,0.86903,1.24999,0.0031492,0.0031492,0.0031492
348,7366.34,1.24892,0.91061,1.12963,0.72554,0.62508,0.70319,0.40598,1.65916,0.86817,1.24948,0.0031294,0.0031294,0.0031294
349,7387.38,1.2518,0.92782,1.14066,0.72425,0.62575,0.7033,0.40672,1.65905,0.86799,1.24953,0.0031096,0.0031096,0.0031096
350,7408.52,1.25827,0.91939,1.13638,0.7238,0.62564,0.70355,0.40632,1.65846,0.86729,1.24901,0.0030898,0.0030898,0.0030898
351,7429.49,1.26022,0.93139,1.14342,0.68796,0.64594,0.70459,0.40703,1.65742,0.86652,1.2486,0.00307,0.00307,0.00307
352,7450.55,1.25091,0.92771,1.14303,0.71822,0.63014,0.70515,0.40741,1.65637,0.86624,1.24771,0.0030502,0.0030502,0.0030502
353,7471.7,1.24695,0.92753,1.13519,0.68437,0.65092,0.70483,0.40733,1.65617,0.86598,1.2475,0.0030304,0.0030304,0.0030304
354,7492.6,1.25223,0.92396,1.13737,0.71813,0.63379,0.70473,0.40754,1.65496,0.86576,1.24686,0.0030106,0.0030106,0.0030106
355,7513.7,1.25399,0.93559,1.13682,0.71993,0.63185,0.7052,0.40821,1.65441,0.86523,1.24658,0.0029908,0.0029908,0.0029908
356,7534.91,1.23205,0.90321,1.12632,0.6836,0.65092,0.70501,0.40831,1.65379,0.86544,1.24612,0.002971,0.002971,0.002971
357,7555.98,1.25283,0.91571,1.13946,0.71797,0.63237,0.70437,0.40827,1.65357,0.86544,1.24604,0.0029512,0.0029512,0.0029512
358,7576.92,1.25431,0.93559,1.14144,0.71698,0.63134,0.7042,0.40812,1.65231,0.86512,1.24535,0.0029314,0.0029314,0.0029314
359,7597.86,1.23442,0.91769,1.13609,0.72003,0.62859,0.70466,0.40863,1.6513,0.86533,1.24488,0.0029116,0.0029116,0.0029116
360,7619.02,1.24515,0.91655,1.13526,0.72065,0.62858,0.7046,0.4089,1.65033,0.86437,1.24448,0.0028918,0.0028918,0.0028918
